	sentiment	content	labels
36241	sadness	@simplyjesslee she's hot     What is up w/ all the unknown followers? I've got quite a few- no clue as to why they're following ME.	[0 0 0 0 1]
36242	neutral	@Taylorgotbeats lol -catch me if u can	[0 0 0 1 0]
36243	happiness	finally gone to the beach, yeaaaah!	[0 1 0 0 0]
36244	neutral	Planing on going on a little ride on the mtb on monday  may be in over to the tower...	[0 0 0 1 0]
36245	neutral	@Lil_Shawn when do you go back home? Want to see ya B4 u leave Homie	[0 0 0 1 0]
36246	neutral	http://www.twitpic.com/4wp26  i made a cake for my mom  she loved it ? yay	[0 0 0 1 0]
36247	happiness	@joywilder That's a popular one! (cccd)  Thx for replying	[0 1 0 0 0]
36248	neutral	backe backe... MUFFINS!!!	[0 0 0 1 0]
36249	neutral	@Mira_Brody What is BF ? Is it a glue ?	[0 0 0 1 0]
36250	happiness	@chokewho Nah, rolled with Jason Manly, who is a talented BJJ ace who mauls me any way...   Jake is looking great, can't wait to fight.	[0 1 0 0 0]
36251	happiness	@knatchwa Buenos Dias! How very sweet, thank you	[0 1 0 0 0]
36252	neutral	@mithilacowan hey uh til? Is this u? lol I'm a bit lost here. but it would be cool if we could update from our phones u know?	[0 0 0 1 0]
36253	neutral	@Mayor_of_Twtr Beautiful!	[0 0 0 1 0]
36254	love	@ZnaTrainer Ahhh Music to my ears!	[0 0 1 0 0]
36255	sadness	@noisydogstudio sorry 2 hear albert isnt well? dont know whole story, so i'll keep ya'll both in my prayers. (((hugs))) 2 u both!	[0 0 0 0 1]
36256	sadness	i am a freshman in this site. how to update? help	[0 0 0 0 1]
36257	happiness	i'm lookin for email to this man  i have his photo -Spray Painting in Wroclaw(Poland) by Kosmo http://bit.ly/EOvVN	[0 1 0 0 0]
36258	happiness	&quot;suprised&quot; mom with a cake and a present, because it's mother's day!  dad had bought flowers. : &gt;	[0 1 0 0 0]
36259	love	Happy Mother's Day to all the mothers out there! Do have a good and enjoyable day	[0 0 1 0 0]
36261	happiness	What a fantastic full-on weekend!  Going to finish on a high, with a cheeky chilli thai fried rice &amp; a few glasses of red	[0 1 0 0 0]
36262	happiness	Aiden KNIVES out May 12th www.myspace.com/aiden. excited!!!!!	[0 1 0 0 0]
36263	love	@avgs I like only the james bond series. Thats what a spy movie is!	[0 0 1 0 0]
36264	neutral	just got home from the sunshine coast	[0 0 0 1 0]
36265	neutral	Goodnight!  Happy Mothers Day!	[0 0 0 1 0]
36266	love	@Eganan- I LOVE YOU!!!! YOU MAKE ME SO HAPPY!!!!	[0 0 1 0 0]
36267	happiness	eating truffles  yum!	[0 1 0 0 0]
36268	happiness	Swords make everyone sexy.  Oh, Harold.	[0 1 0 0 0]
36269	happiness	Installed NetGear 802.11n (draft) router today, throughput has definately increased	[0 1 0 0 0]
36270	sadness	Sweet dreams!I'm tired  I'm so excited I might actually get to golf in the morning! Family tradition!	[0 0 0 0 1]
36271	sadness	@deedeedet i know. i need to get their cd somewhere.. hopefully they sell it here in finland.	[0 0 0 0 1]
36272	sadness	words to live by  ? http://blip.fm/~5z3ij	[0 0 0 0 1]
36273	neutral	@ChrystinaGrace Chrystina Grace Timberlake has a ring to it!	[0 0 0 1 0]
36274	sadness	@dspecial1 awww  thanks lol - ermm what happened to the studying !? ha ha	[0 0 0 0 1]
36275	happiness	Sexxxy tiiiiiimmmmmmeee!...whatever that means.	[0 1 0 0 0]
36276	happiness	@LeslieLang It will be an Adventure!  Have FUN with your 5 yr old and 8 mo old! (You're brave.)    Hope you have a great time!	[0 1 0 0 0]
36277	love	Happy Mother's Day to all the mums out there, old &amp; new.	[0 0 1 0 0]
36278	happiness	@KerriAnson  My day was good!  Spent the day catching up on sleep, relaxing.. kind of a lazy day! hehe. oooo shopping! How did you resist?	[0 1 0 0 0]
36279	sadness	Now comes the fun part  Because you can find only a few offers per country or you live outside US, your changes can be quite tiny.	[0 0 0 0 1]
36280	love	@shubhamsingal oh I am so sure they do get everything. They live their like celebrities	[0 0 1 0 0]
36281	love	is Happy Mothers Day.   Taking Mum out for dinner to one of my favourite restaurants down Glenelg now	[0 0 1 0 0]
36282	happiness	last leg of my travels today. totally exhausted, but thank goodness &quot;Ed&quot; is keeping me company	[0 1 0 0 0]
36283	neutral	Hello World	[0 0 0 1 0]
36284	happiness	sunday is runday- outta bed and onto the road	[0 1 0 0 0]
36285	neutral	@kevinpollak Penguins win in OT, probably why you were busy.  One more game to win.	[0 0 0 1 0]
36286	love	Happy Mother's Day!	[0 0 1 0 0]
36287	happiness	@Buffalokid Thanks for the feedback. Surreal life, surreal oils	[0 1 0 0 0]
36288	love	@NathanFillion Your window ledge is decorated quite appropriately. I love it	[0 0 1 0 0]
36289	neutral	@poeboyandy actually workin from home tonight...  you?	[0 0 0 1 0]
36290	happiness	@MusicalChilly Thank you and u too lady!!!!	[0 1 0 0 0]
36291	neutral	@TwiztidRose I'm digging your twitter picture	[0 0 0 1 0]
36292	love	Ive got the greatest boyfriend in the world. I love him so so much.	[0 0 1 0 0]
36293	happiness	@lulliecarole that was delicious! lets have a walk sometimes with you and your hubby.. and others! me misses you	[0 1 0 0 0]
36294	love	http://www.eabeauty.net - The world of beauty and pretty girls   I'm testing new version	[0 0 1 0 0]
36295	neutral	@kat15lee Yups!  I still have a lot of pruning of unfollowers to do. It takes  time	[0 0 0 1 0]
36296	happiness	@hanastephenson I'm good! thx.  and how are u? what are u doing?	[0 1 0 0 0]
36297	love	@aerform I love you so much.  Just got into my hiding spot, gonna go check out datalounge	[0 0 1 0 0]
36298	neutral	family matters, followed by roseanne	[0 0 0 1 0]
36299	happiness	Last week I had 516 hits on my guinea pig pictures on webshots! And I didn't even promote them! Way to go	[0 1 0 0 0]
36300	happiness	#SanctuarySunday @nirroca yay for #Sanctuary, I may watch Requiem after breakfast!	[0 1 0 0 0]
36301	love	@DougieMcfly Haha dude, we have the same b-date :p I'll wish u ur b-day the 3oth November. I'll also turn 16  Can u reply to me please ?	[0 0 1 0 0]
36302	sadness	This is to all the people who have MySpaces: PLEASE ADD!!! http://wwww.myspace.com/fiftyfivethreads it's my friend's clothing line	[0 0 0 0 1]
36303	happiness	@calikara22 @darthamandar @trippplesweet grats to aaron and christine	[0 1 0 0 0]
36304	neutral	Ppl dont miss out on me on this Follow Superstar Sunday	[0 0 0 1 0]
36305	happiness	@burbankhays ohhh I remember when you gave your dad a shoutout at the mcr at MSG show last year. that was so sweet	[0 1 0 0 0]
36306	neutral	Totaly smell like camp fire now lol its gross to feel the dirtiness but the smell seem to just relax me  i wonder why:S	[0 0 0 1 0]
36307	neutral	@awalliewall my *mom*(not aunt haha) and uncle were both adopted with very diff adoptive stories. if you want to chat sometime lmk	[0 0 0 1 0]
36308	neutral	@LYNETTE21XL when u go, LMK. Let's go together	[0 0 0 1 0]
36309	sadness	@jesssseca i won't make u cry	[0 0 0 0 1]
36310	happiness	Wow - the dude said I was better than Bobbi Lewis.. never heard the guy - but I take that as a compliment  (just read the BL web site)	[0 1 0 0 0]
36311	happiness	is wishing everyone a blessed &amp; beautiful Mother's Day!	[0 1 0 0 0]
36312	neutral	tweeterizing from a mobile	[0 0 0 1 0]
36313	sadness	@Caps_Girl Girl, those are bangin' shoes!!!  Work it!	[0 0 0 0 1]
36314	neutral	@Archeia_Nessiah Yeah I will  In fifteen minutes or so.	[0 0 0 1 0]
36315	happiness	@MariahCarey &quot;VISION OF LOVE&quot; Play now &quot;i had the vision of luv n it was aaaaaoOUoOuoOUU that u..turn out..toOoo&quot; Mariah this ur part	[0 1 0 0 0]
36316	happiness	BWAHAHAHAHA! Shut the fuck up... @BarryManilow is TOTES following me right now! Who made the account? Made me giggle like a school girl!	[0 1 0 0 0]
36318	neutral	@Shouq take a nap bedalii	[0 0 0 1 0]
36319	happiness	Twas a good show. I even liked Ciara's last song.   Time for me to go to bed. G'night!	[0 1 0 0 0]
36320	happiness	@RetroRewind You're a good friend Dave.. we can wait!! Hope we dont have to wait too long though	[0 1 0 0 0]
36321	anger	The best thing about Ciara. She just finished singing!	[1 0 0 0 0]
36323	happiness	@krazyfrog I got me to watch it.  Recommend some other kickass shows too. Phast!	[0 1 0 0 0]
36324	love	@katyperry it's Under a Honeymoon by The Good Life	[0 0 1 0 0]
36325	happiness	@paulbay1028 Bit of a lie -in. Eaten all the bread.  It's way too good to giveaway.	[0 1 0 0 0]
36326	neutral	@talesfromthepit Loved your blog from the MusiCares event, good work	[0 0 0 1 0]
36327	love	@therealsavannah Today was fun  &lt;333	[0 0 1 0 0]
36328	neutral	@jaked76 HAHA! 'dont-a tap your last season prada shoes at ME honey&quot;	[0 0 0 1 0]
36329	neutral	@richardepryor you can use my alotment	[0 0 0 1 0]
36330	happiness	@snowded nice one	[0 1 0 0 0]
36331	neutral	just started twittering	[0 0 0 1 0]
36332	happiness	@angelistic u understand now why i keep telling u MAKE A TWITTER app that understand MY NEED	[0 1 0 0 0]
36333	love	@sharonhayes: &quot;Congrats my friend on ruling Canada @iamkhayyam *hugs&amp;gropes*&quot; Just for today I'm #1  ? http://blip.fm/~5z3oi	[0 0 1 0 0]
36334	love	having a great time with family!! big ups to my bro n sis in law for hanging out  love n peace! {be free}	[0 0 1 0 0]
36335	neutral	@LCFLORIDA @JPMizDELiCiOUS Lets change this S0ulja B0y te|| em trending topic to, &quot;Soulja  Girl Told em&quot;	[0 0 0 1 0]
36336	neutral	@jimmymarsh617 Just wanted to let you know, that I just heard &quot; I Don't Give a F&amp;@k&quot; on the @RetroRewind online radio program...	[0 0 0 1 0]
36337	sadness	@asombroso bahahaha. I love Gabriel - absolutely fucking hilarious!!!	[0 0 0 0 1]
36338	neutral	Mother's Day Wishes from google... Pretty &amp; beautiful flowers on google logo  http://www.google.co.in/	[0 0 0 1 0]
36340	happiness	Does anyone still play N64 anymore? or Super Nintendo? Weren't those days the best? haha. So many flashbacks!	[0 1 0 0 0]
36341	sadness	@faulko1 was always told to keep sucking something like fruit gums	[0 0 0 0 1]
36342	happiness	Day dreaming of Fuzzball and SNL  http://fuzz-ball.com/twitter	[0 1 0 0 0]
36343	happiness	@andmegansaid &lt;&lt;&lt; Just like in HIMYM	[0 1 0 0 0]
36344	happiness	@firedwarftj i was right about the wave off	[0 1 0 0 0]
36345	happiness	Happy Mothers Day mom!  I love you!	[0 1 0 0 0]
36346	happiness	@kenma321 of course!  i love 24 hr donut shops! he he -yours truly -	[0 1 0 0 0]
36347	happiness	@SelenaGomez selena's mom congratulations' have a nice day	[0 1 0 0 0]
36348	happiness	He brings SOOO much joy!! Show it!!  great song! ? http://blip.fm/~5z3oq	[0 1 0 0 0]
36349	happiness	Just saw Star Trek with the boo.. Now off to bed! Never again will I go to a Vallejo theater. hAppy mOthErs dAy to all!! I love my mommy	[0 1 0 0 0]
36350	love	@And_OKeefe Yay! You're on Twitter! You're my secret celeb crush!  (too much info??)	[0 0 1 0 0]
36351	neutral	happy mother's day! everyone have a great day and make sure you go see ya mommas	[0 0 0 1 0]
36352	happiness	Home at last 1 more day till my weekend begins!!	[0 1 0 0 0]
36353	love	He brings SOOO much joy!! Show it!!  great song! ? http://blip.fm/~5z3oq http://ff.im/2L63l	[0 0 1 0 0]
36354	love	@Jewels14333 Happy Mothers Day	[0 0 1 0 0]
36356	happiness	@ReeceReece Kind of, good job though.  I know no better.  I might see you this Friday w/ Arbie.	[0 1 0 0 0]
36357	love	OK dear tweeps, goodnight! I need 2 get up early 2 say Happy Mothers Day 2 wife n mom	[0 0 1 0 0]
36358	neutral	i had walkathon this morning.  and i'm among the first who arrived at the finishing line!	[0 0 0 1 0]
36359	happiness	feels at home to be back at church	[0 1 0 0 0]
36360	happiness	had a great time talkin with Mike tonight for three hrs.	[0 1 0 0 0]
36361	happiness	@pcsketch I am actually wanting to buy a bus one day &amp; turn it into a motor home. Imagine a whopping big BlokesLib logo on it	[0 1 0 0 0]
36362	happiness	The most epic weekend I've had in atleast a year. Night cap with @aaron_matthes and @trumpy03. 2 hours of sleep in 3 days! Goodnight	[0 1 0 0 0]
36363	love	Happy Mother's Day	[0 0 1 0 0]
36364	happiness	@soulsweetness I will, n btw happy mothers day sissy	[0 1 0 0 0]
36365	happiness	@SummerSeaweeds Wow that's very Buddhist o_O HOORAY JEWS	[0 1 0 0 0]
36366	neutral	Watchin Hannah Montana  Hoedown Throwdown	[0 0 0 1 0]
36367	happiness	08.05.09 partying at the Pineforest  http://tinyurl.com/ojugsb	[0 1 0 0 0]
36368	sadness	Finally home and exhausted.  Work week is over, but I still expect less than 5 hours sleep tonight.  Happy Mother's Day! I luv you Mom	[0 0 0 0 1]
36369	neutral	@kerri_louise Sweet.  My mum wanted to go see that. Then she didn't but I did :L IN the end, we never went to see it. :/ The film is great	[0 0 0 1 0]
36370	neutral	oooh harlow is so sweet	[0 0 0 1 0]
36371	neutral	@ppchen hehe, yes i did change my name. like it?	[0 0 0 1 0]
36372	neutral	@keithflaherty  yes my dear    V	[0 0 0 1 0]
36373	happiness	thursday night was amazing taylor swift gave me one of her braclets	[0 1 0 0 0]
36374	neutral	@vectisdebs no plans are the way forth	[0 0 0 1 0]
36375	sadness	and to think that all I've ever played for is just fun   I suck at marketing and promotion..	[0 0 0 0 1]
36376	happiness	Using my old phone!  gosh! I miss this phone!	[0 1 0 0 0]
36377	love	get down tonight: http://bit.ly/QxXhi  the bridesmaids, moms, bride &amp; I rockin' the reception	[0 0 1 0 0]
36378	neutral	@Caroljs Nice  I've never been to Spalding but one year I will make it to the flower show.  Is Springfields a good shopping centre?	[0 0 0 1 0]
36379	love	Happy Baby Mommas Day!!  to all the&gt;&gt; MOMMAS&lt;&lt; on Twitterville	[0 0 1 0 0]
36380	happiness	@ishaNikki congratss to them	[0 1 0 0 0]
36381	happiness	@leona_y time really flies my frd..how's you love-hunting mission going? abt time to bring the sexy &quot;yu yung&quot; jacket out	[0 1 0 0 0]
36382	sadness	@guillermop you should.	[0 0 0 0 1]
36383	happiness	@kenakasoulstar thank you.	[0 1 0 0 0]
36384	neutral	@Karen523 it's ok lol  I think we might do the same dates.	[0 0 0 1 0]
36385	happiness	Good morning World   This will be another wonderfull day, starting with breakfst with champions...  my kids ofcourse	[0 1 0 0 0]
36386	love	@dada8dee you tooooo dada!!!  such good times!!	[0 0 1 0 0]
36387	happiness	Hella wow .  no doubt .	[0 1 0 0 0]
36388	neutral	@TheFurKing @robertd_16 @TwiceR TY AS WELL	[0 0 0 1 0]
36389	happiness	i just realized im off tomorrow. goin to the beach! who wana come?	[0 1 0 0 0]
36390	happiness	here we go.. captain says &quot;shut it down&quot; we are on our way  ? http://blip.fm/~5z3p8	[0 1 0 0 0]
36391	neutral	@darealTinaT thank u	[0 0 0 1 0]
36392	happiness	12 more days until CA!! i get to see my paniniii	[0 1 0 0 0]
36394	sadness	@kerri_louise so i can just watch that again  x	[0 0 0 0 1]
36395	happiness	@QuiMo haha Mon...Do you really want me too send it?	[0 1 0 0 0]
36396	neutral	@Lesley_M make sure you watch in HD	[0 0 0 1 0]
36397	happiness	@heycassadee SUPER EXCITED. JUST BOUGHT MY TIX TO SEE HEY MONDAY ON 6/20. AGAIN.  ~SVETLANA J. DENVER,CO	[0 1 0 0 0]
36398	happiness	Going to get some strawberries for the champagne tonight!	[0 1 0 0 0]
36400	happiness	@lmatechnologies Gotcha ! Let's meet up @ The Twitt Cafe	[0 1 0 0 0]
36401	happiness	@mzmraz Ha, fun! I think Iï¿½ll rewatch (parts of) season 5 today...in preparation for 2morrow night!	[0 1 0 0 0]
36402	sadness	@iamcomedy how abt we wait til summer, and do this at ur place...ima need somewhere to stay anyways	[0 0 0 0 1]
36403	happiness	@Yorksville ...Yawn is it that time already!	[0 1 0 0 0]
36404	anger	@officialtila if I have 5000 friend requests tomorrow, I'm blaming you  nite	[1 0 0 0 0]
36405	happiness	@MrHollaOut hahah  u know this mannnnnn trust me ima  freak and  proud of  it	[0 1 0 0 0]
36406	neutral	Hey Girlie, How are you doing?  @ThaMissus	[0 0 0 1 0]
36407	happiness	Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it	[0 1 0 0 0]
36408	love	yummy yummy ice creammm  i hate heels &amp;whoever made this pair.	[0 0 1 0 0]
36409	neutral	thanx @MsLaurenLondon	[0 0 0 1 0]
36410	love	scan my childhood photos hahah its soo fun	[0 0 1 0 0]
36411	happiness	is having a lazy sunday	[0 1 0 0 0]
36412	sadness	im slowly losing followers one by one.	[0 0 0 0 1]
36413	sadness	Omg soo tired! On my way home! Long busy day ; had fun meeting new people and catching up with some people!	[0 0 0 0 1]
36414	neutral	@MadisonMitchell I'd help you if I weren't poorer than you lol! I'm mexican living in .mx, which automatically makes me 13 times poorer	[0 0 0 1 0]
